timestamp,cpu_pct,memory_mb,fd_count,db_size_kb,wp_count,py_version
2026-06-02 13:38:05,0.0,19.0,4,44.0,0,3.14.5
2026-06-02 13:39:06,0.0,19.0,4,44.0,0,3.14.5
2026-06-02 13:40:06,0.0,19.0,4,44.0,0,3.14.5
2026-06-02 13:41:07,0.0,19.0,4,44.0,0,3.14.5
2026-06-02 13:42:07,0.0,19.0,4,44.0,0,3.14.5
